municipio_distrito;fecha_informe;casos_confirmados_ultimos_14dias;tasa_incidencia_acumulada_ultimos_14dias;casos_confirmados_totales;tasa_incidencia_acumulada_total;codigo_geometria
San Agustín del Guadalix                    ;2020/04/26 07:00:00;11;75,53;55;377,67;1296  
Las Rozas de Madrid                         ;2020/04/26 07:00:00;148;154,41;668;696,94;1277  
Moraleja de Enmedio                         ;2020/04/26 07:00:00;;56,01;22;410,75;0894  
Valdaracete                                 ;2020/04/26 07:00:00;;0;;823,72;1551  
Pozuelo del Rey                             ;2020/04/26 07:00:00;;202,02;;404,04;1163  
Puebla de la Sierra                         ;2020/04/26 07:00:00;;0;;0;1185  
Perales de Tajuña                           ;2020/04/26 07:00:00;;0;7;188,02;1104  
Valdemorillo                                ;2020/04/26 07:00:00;16;132;44;363,01;1603  
Navalafuente                                ;2020/04/26 07:00:00;;251,89;6;755,67;0941  
Velilla de San Antonio                      ;2020/04/26 07:00:00;7;56,03;63;504,28;1678  
Villanueva de la Cañada                     ;2020/04/26 07:00:00;40;164,04;116;475,72;1760  
Villanueva del Pardillo                     ;2020/04/26 07:00:00;16;94,74;79;467,76;1776  
Nuevo Baztán                                ;2020/04/26 07:00:00;;15,04;26;391,15;1006  
Villamantilla                               ;2020/04/26 07:00:00;;0;7;829,38;1757  
Villamanta                                  ;2020/04/26 07:00:00;;187,71;12;563,12;1744  
Cabanillas de la Sierra                     ;2020/04/26 07:00:00;;0;9;1554,4;0297  
Cenicientos                                 ;2020/04/26 07:00:00;;101,99;20;1019,89;0376  
Puentes Viejas                              ;2020/04/26 07:00:00;;0;;437,64;9020  
Aranjuez                                    ;2020/04/26 07:00:00;45;70,94;416;655,83;0133  
Cercedilla                                  ;2020/04/26 07:00:00;19;253,77;93;1242,15;0382  
Santorcaz                                   ;2020/04/26 07:00:00;;0;7;1236,75;1369  
Coslada                                     ;2020/04/26 07:00:00;93;105,2;768;868,75;0493  
Morata de Tajuña                            ;2020/04/26 07:00:00;6;77,25;90;1158,75;0915  
Robregordo                                  ;2020/04/26 07:00:00;;0;;0;1261  
Navarredonda y San Mamés                    ;2020/04/26 07:00:00;;1204,82;;2409,64;0973  
Venturada                                   ;2020/04/26 07:00:00;;70,82;;212,46;1697  
Navacerrada                                 ;2020/04/26 07:00:00;;107,6;15;538,02;0936  
Montejo de la Sierra                        ;2020/04/26 07:00:00;;0;;279,33;0881  
Fresno de Torote                            ;2020/04/26 07:00:00;;83,26;14;1165,7;0571  
Pinilla del Valle                           ;2020/04/26 07:00:00;;0;;0;1126  
Valdemaqueda                                ;2020/04/26 07:00:00;;116,96;;467,84;1599  
Navas del Rey                               ;2020/04/26 07:00:00;;67,93;46;1562,5;0992  
Olmeda de las Fuentes                       ;2020/04/26 07:00:00;;0;;1244,81;1013  
Bustarviejo                                 ;2020/04/26 07:00:00;;56,27;6;337,65;0284  
Becerril de la Sierra                       ;2020/04/26 07:00:00;11;190,58;31;537,08;0186  
Fuenlabrada                                 ;2020/04/26 07:00:00;166;81,37;1402;687,2;0587  
Garganta de los Montes                      ;2020/04/26 07:00:00;;0;;364,96;0626  
Pinto                                       ;2020/04/26 07:00:00;33;62,09;217;408,26;1132  
Alameda del Valle                           ;2020/04/26 07:00:00;;0;;0;0035  
Berzosa del Lozoya                          ;2020/04/26 07:00:00;;657,89;;1315,79;0203  
Los Santos de la Humosa                     ;2020/04/26 07:00:00;;0;19;1131,63;1375  
El Álamo                                    ;2020/04/26 07:00:00;25;253,22;62;627,98;0040  
Pelayos de la Presa                         ;2020/04/26 07:00:00;;75,05;16;600,38;1090  
Galapagar                                   ;2020/04/26 07:00:00;82;247,21;218;657,22;0611  
Griñón                                      ;2020/04/26 07:00:00;12;103,93;78;675,56;0663  
Gargantilla del Lozoya y Pinilla de Buitrago;2020/04/26 07:00:00;;0;;1027,4;0632  
Aldea del Fresno                            ;2020/04/26 07:00:00;10;331,56;43;1425,73;0088  
Carabaña                                    ;2020/04/26 07:00:00;;57,21;13;743,71;0357  
Talamanca de Jarama                         ;2020/04/26 07:00:00;;63,86;25;798,21;1454  
Chapinería                                  ;2020/04/26 07:00:00;;0;6;262,24;0513  
Ciempozuelos                                ;2020/04/26 07:00:00;30;116,89;181;705,21;0409  
Ajalvir                                     ;2020/04/26 07:00:00;;84,28;13;273,91;0029  
San Lorenzo de El Escorial                  ;2020/04/26 07:00:00;52;293,54;120;677,39;1317  
Gascones                                    ;2020/04/26 07:00:00;;0;;0;0647  
San Martín de la Vega                       ;2020/04/26 07:00:00;17;83,48;79;387,92;1322  
Móstoles                                    ;2020/04/26 07:00:00;324;148,25;1833;838,72;0920  
Leganés                                     ;2020/04/26 07:00:00;272;138,14;2768;1405,73;0745  
Braojos                                     ;2020/04/26 07:00:00;;0;;1242,24;0246  
Cubas de la Sagra                           ;2020/04/26 07:00:00;;36,07;23;414,79;0506  
Algete                                      ;2020/04/26 07:00:00;13;58,55;99;445,85;0091  
Mejorada del Campo                          ;2020/04/26 07:00:00;13;53,05;167;681,47;0843  
Loeches                                     ;2020/04/26 07:00:00;;14,43;48;692,54;0758  
Parla                                       ;2020/04/26 07:00:00;77;56,33;678;495,95;1065  
Fuentidueña de Tajo                         ;2020/04/26 07:00:00;;50,43;17;857,29;0604  
Ambite                                      ;2020/04/26 07:00:00;;200,4;7;1402,81;0112  
Torremocha de Jarama                        ;2020/04/26 07:00:00;;0;8;996,26;1533  
Anchuelo                                    ;2020/04/26 07:00:00;;0;7;916,23;0127  
Los Molinos                                 ;2020/04/26 07:00:00;11;274,52;49;1222,86;0875  
Soto del Real                               ;2020/04/26 07:00:00;8;81,67;60;612,49;1441  
Valverde de Alcalá                          ;2020/04/26 07:00:00;;375,94;7;2631,58;1662  
Fuente el Saz de Jarama                     ;2020/04/26 07:00:00;7;81,97;29;339,58;0590  
Horcajo de la Sierra-Aoslos                 ;2020/04/26 07:00:00;;0;;4411,76;0702  
Valdeolmos-Alalpardo                        ;2020/04/26 07:00:00;;110,7;11;405,9;1625  
Campo Real                                  ;2020/04/26 07:00:00;;16,6;23;381,81;0339  
Valdeavero                                  ;2020/04/26 07:00:00;;0;7;664,77;1564  
Villamanrique de Tajo                       ;2020/04/26 07:00:00;;293,69;;587,37;1739  
Cobeña                                      ;2020/04/26 07:00:00;34;455,95;65;871,66;0416  
Fresnedillas de la Oliva                    ;2020/04/26 07:00:00;;367,65;8;588,24;0565  
Valdilecha                                  ;2020/04/26 07:00:00;;156,8;17;666,41;1659  
El Berrueco                                 ;2020/04/26 07:00:00;;0;8;1246,11;0210  
Pezuela de las Torres                       ;2020/04/26 07:00:00;;0;;384,62;1111  
Villar del Olmo                             ;2020/04/26 07:00:00;;0;;398,01;1795  
Guadarrama                                  ;2020/04/26 07:00:00;75;474,74;169;1069,76;0685  
San Martín de Valdeiglesias                 ;2020/04/26 07:00:00;21;246,22;76;891,08;1338  
Torrelodones                                ;2020/04/26 07:00:00;83;320,04;197;759,62;1527  
Boadilla del Monte                          ;2020/04/26 07:00:00;65;123,02;278;526,15;0225  
Torrejón de Velasco                         ;2020/04/26 07:00:00;;25,31;17;430,27;1505  
Villanueva de Perales                       ;2020/04/26 07:00:00;;0;;518,67;1782  
Tielmes                                     ;2020/04/26 07:00:00;;177,54;32;1420,33;1467  
San Sebastián de los Reyes                  ;2020/04/26 07:00:00;75;81,75;446;486,15;1343  
Guadalix de la Sierra                       ;2020/04/26 07:00:00;;83,82;34;569,99;0679  
Humanes de Madrid                           ;2020/04/26 07:00:00;20;97,05;105;509,51;0730  
Chinchón                                    ;2020/04/26 07:00:00;;19,38;24;465,03;0528  
Cadalso de los Vidrios                      ;2020/04/26 07:00:00;;65,72;7;230,04;0318  
Hoyo de Manzanares                          ;2020/04/26 07:00:00;11;143,58;31;404,65;0724  
Torrejón de la Calzada                      ;2020/04/26 07:00:00;11;127,6;35;405,99;1492  
Estremera                                   ;2020/04/26 07:00:00;;329,49;9;741,35;0552  
Corpa                                       ;2020/04/26 07:00:00;;0;6;1438,85;0480  
Meco                                        ;2020/04/26 07:00:00;;28,61;123;879,7;0838  
Madarcos                                    ;2020/04/26 07:00:00;;0;;0;0783  
Zarzalejo                                   ;2020/04/26 07:00:00;14;871,19;18;1120,1;1837  
Arganda del Rey                             ;2020/04/26 07:00:00;36;62,13;320;552,26;0148  
Collado Mediano                             ;2020/04/26 07:00:00;15;228,21;28;425,99;0468  
Daganzo de Arriba                           ;2020/04/26 07:00:00;;18,46;40;369,21;0534  
Manzanares El Real                          ;2020/04/26 07:00:00;;57,68;35;403,78;0822  
Buitrago del Lozoya                         ;2020/04/26 07:00:00;;176,6;15;662,25;0278  
Valdelaguna                                 ;2020/04/26 07:00:00;;0;;121,36;1570  
Valdepiélagos                               ;2020/04/26 07:00:00;;0;;0;1631  
Casarrubuelos                               ;2020/04/26 07:00:00;;29,34;10;293,43;0360  
Miraflores de la Sierra                     ;2020/04/26 07:00:00;;72,49;33;598,04;0856  
Paracuellos de Jarama                       ;2020/04/26 07:00:00;;13,04;67;291,19;1049  
El Vellón                                   ;2020/04/26 07:00:00;;0;12;845,07;1684  
Lozoya                                      ;2020/04/26 07:00:00;;0;;236,97;0761  
Collado Villalba                            ;2020/04/26 07:00:00;135;194,88;432;623,6;0474  
Colmenarejo                                 ;2020/04/26 07:00:00;17;210,16;41;506,86;0442  
Villavieja del Lozoya                       ;2020/04/26 07:00:00;;0;;0;1821  
Prádena del Rincón                          ;2020/04/26 07:00:00;;0;;0;1179  
La Cabrera                                  ;2020/04/26 07:00:00;;32,99;11;362,92;0301  
Sevilla la Nueva                            ;2020/04/26 07:00:00;43;432,2;85;854,36;1415  
La Acebeda                                  ;2020/04/26 07:00:00;;0;;0;0014  
Redueña                                     ;2020/04/26 07:00:00;;584,8;;1169,59;1219  
Robledillo de la Jara                       ;2020/04/26 07:00:00;;0;;1851,85;1245  
La Serna del Monte                          ;2020/04/26 07:00:00;;0;;0;1381  
Colmenar de Oreja                           ;2020/04/26 07:00:00;;55,58;25;347,37;0437  
Rozas de Puerto Real                        ;2020/04/26 07:00:00;;510,2;;765,31;1283  
Valdemanco                                  ;2020/04/26 07:00:00;;0;;135,14;1586  
Brunete                                     ;2020/04/26 07:00:00;18;159,4;72;637,62;0262  
Titulcia                                    ;2020/04/26 07:00:00;;100,6;7;704,23;1473  
Villa del Prado                             ;2020/04/26 07:00:00;29;439,59;107;1621,95;1718  
Lozoyuela-Navas-Sieteiglesias               ;2020/04/26 07:00:00;;0;;261,55;9015  
Quijorna                                    ;2020/04/26 07:00:00;9;458,48;21;1069,79;1198  
Valdemoro                                   ;2020/04/26 07:00:00;56;73,3;638;835,1;1610  
Tres Cantos                                 ;2020/04/26 07:00:00;52;108,22;317;659,73;9036  
Torrelaguna                                 ;2020/04/26 07:00:00;;59,29;18;355,73;1512  
Rivas-Vaciamadrid                           ;2020/04/26 07:00:00;46;53,41;521;604,89;1230  
El Atazar                                   ;2020/04/26 07:00:00;;0;;0;0164  
Pedrezuela                                  ;2020/04/26 07:00:00;6;108,42;21;379,47;1087  
Santa María de la Alameda                   ;2020/04/26 07:00:00;;317,12;;422,83;1356  
Horcajuelo de la Sierra                     ;2020/04/26 07:00:00;;0;;0;0719  
Arroyomolinos                               ;2020/04/26 07:00:00;20;76,66;150;574,95;0151  
Moralzarzal                                 ;2020/04/26 07:00:00;8;61,43;64;491,48;0908  
Canencia                                    ;2020/04/26 07:00:00;;271;;542,01;0344  
Villarejo de Salvanés                       ;2020/04/26 07:00:00;;13,12;34;446,14;1809  
Serranillos del Valle                       ;2020/04/26 07:00:00;;105,29;29;763,36;1408  
Villaviciosa de Odón                        ;2020/04/26 07:00:00;23;82,91;180;648,88;1816  
Camarma de Esteruelas                       ;2020/04/26 07:00:00;6;84,31;41;576,09;0323  
Robledo de Chavela                          ;2020/04/26 07:00:00;10;265,25;22;583,55;1258  
Patones                                     ;2020/04/26 07:00:00;;436,68;6;1310,04;1071  
Navalagamella                               ;2020/04/26 07:00:00;;44,44;6;266,67;0954  
Rascafría                                   ;2020/04/26 07:00:00;;67,89;;339,44;1202  
